PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Price
-1.2774563896550126,0.779724177170664,0.6229077866634113,-0.06399584997955099,-0.7631436225578271,-0.168440338179709,-0.5007468520805838,-0.9835378707727013,-0.4145292844846636,0.3254425410978491,207601.5597
0.4988722940486519,0.988244310463708,-0.7677362310671778,-0.4090777728522973,0.43834458194512194,-0.2426378658619637,1.426850200553127,0.6302740373057266,-0.04224420111722848,-0.9340301011312684,294738.4393
-0.3406446819525477,0.8487574453238599,-1.336575276296887,0.25005006937983426,-1.3840349188911893,0.1842970114099264,0.15163885931875615,0.04585579418428666,0.404270647308933,-0.749801147043844,227381.0904
1.0634856964983062,-0.2394674599096216,0.5233166847988779,-1.6517657625390285,1.0717228857315504,1.675872937288487,-0.4566736550224211,-0.14527944417323974,-2.1685444080406517,0.8043898673484108,266314.2278
-0.15231598012864164,1.2788728259342839,-0.30372298542946036,0.6561137941638205,-0.49445792879797773,0.40863096485368944,0.7727802347211201,-0.340826070779494,-0.2325338876379396,-0.04498252882175543,216118.7539
-2.0552887068233656,-0.4936090120070908,-0.09037568835353589,-0.8932288471965715,-0.2829146838452288,-0.1402342528259833,1.3568582616221272,-1.7446908543737054,0.3553861638443971,1.7962599005743711,154249.565
-2.0661626401862683,-0.7746300672836067,0.2812596494541589,0.684067027901744,1.4955776737769149,-0.3810637881899718,2.364503957051319,1.263548692584047,0.4864011051474479,-0.568488515109376,157152.5847
1.9545528448507712,-0.4745411909836024,-0.7431111213885847,0.30785961408835305,-1.0269115916161362,-1.9006179962697962,-0.740436891842647,0.5379546253383635,-0.11572554178854683,-0.3952701358900411,498424.3949
1.1256363084359626,-2.517827058036562,1.7740251024560365,0.6100097741742984,-1.407451478157165,1.2740913154714408,0.2383870964357115,-1.6040252615962665,1.5843640250475757,1.8774983444811453,466401.4281
-0.7995070684080624,1.083624547545642,0.3500370794717191,-0.9121655387644624,1.0760030573761514,0.25632443283894946,-0.5815894219965837,-0.14255113025862937,-1.3709968508793888,2.1361554678676224,176935.0647
5.10039730695984,-0.6556900907571482,0.8449353557298783,-1.7684185845339373,1.2499210058725336,-0.39792723963197607,-1.4160943198873812,-0.4240495335669631,1.9040108426481153,-0.37475288575055543,677502.42
-1.0923041612109898,-0.053796189660575935,0.507421491205994,-1.5469667562873075,-2.196977919999766,-1.5001295784002198,1.5597925561640509,-0.24814125968065115,0.19137765398245574,-0.11264787362116023,205482.8076
1.862117026425473,-0.771801591661853,1.6428014176739667,-0.6217627759304493,1.2726845385016174,-0.0692984650096771,-0.1560147928321749,-0.5380535000136863,-0.04726504124387806,-1.5476769608898444,297285.8169
1.4806296480870973,-0.09110425426004035,-1.2060254153868442,-0.337264929777969,-0.2450771782781959,0.7201036555116046,0.9037905540611586,0.6574504981052752,0.9304023950896493,-0.7932590619112394,328445.3249
-1.5795451637120728,-1.0408772119294323,0.6588339656206285,0.8656517871682939,-0.9718983657505817,0.22489972880394463,2.033661573339608,-0.576475864498758,-0.060742085820417666,0.48138178087807315,191718.172
-1.1205410461303191,0.2573946843866091,-0.03304448315194823,-0.7597335663012742,0.21618906235601953,0.2473683344228862,-0.42596360881018824,0.48406622073971306,-0.30663135038859235,1.0026528595411324,221530.8266
1.4875989630473672,-0.6621893799692289,-1.3620485125234474,-0.8295171304039411,-1.3126424886024877,-0.37818678029469227,2.2330462241208267,-1.0365184659246935,0.025184259685785627,-1.4815041442185182,323895.5717
-1.1663700780608803,1.1413068978086958,1.6452279689896794,0.6811969741003725,0.7608070074710308,0.24185311830366818,1.1228794237710549,0.7847707737217389,0.02199600804179496,-0.2503802659279188,183107.5642
-3.0821388843277413,-1.990378936235537,1.547134109353934,-2.131486562696231,0.2737392539476274,0.5099159668246804,0.5618092759574893,1.5104343262555258,0.2515269584287905,0.31557013571882186,239464.1044
1.5091325444527943,1.7289321556770196,0.09163353189301614,-1.5234725851006894,0.22098441100527383,-1.2387296072048688,1.2078384337839323,1.3885243211851825,-0.6639377449312365,-0.3690841508451033,454868.9924
